"id","operator_id","operation_id","date","bundle_number","style_id","floor_id","line_id","complete_piece","total_time","break_time","off_standard_time"
585,340,42664,"2022-04-07",585,8691,26,91,20,76,0,0
586,5802,36360,"2022-04-07",586,8691,24,133,12,5,0,0
590,2845,28968,"2022-04-07",590,8691,24,133,7,5,0,0
591,5802,36360,"2022-04-07",591,8691,24,133,8,6,0,0
592,5802,36360,"2022-04-07",592,8691,24,133,12,5,0,0
593,5802,36360,"2022-04-07",593,8691,24,133,12,5,0,0
594,5802,36360,"2022-04-07",594,8691,24,133,8,3,0,0
596,5802,36360,"2022-04-07",596,8691,24,133,12,5,0,0
597,5802,36360,"2022-04-07",597,8691,24,133,12,7,0,0
598,5802,36360,"2022-04-07",598,8691,24,133,12,5,0,0
599,5802,36360,"2022-04-07",599,8691,24,133,12,9,0,0
601,5802,36360,"2022-04-07",601,8691,24,133,7,3,0,0
602,5324,29488,"2022-04-07",602,8691,24,133,12,4,0,0
604,2845,28968,"2022-04-07",604,8691,24,133,12,5,0,0
605,5802,36360,"2022-04-07",605,8691,24,133,12,9,0,0
606,2845,28968,"2022-04-07",606,8691,24,133,12,4,0,0
607,5802,36360,"2022-04-07",607,8691,24,133,12,7,0,0
608,2845,28968,"2022-04-07",608,8691,24,133,12,4,0,0
609,5802,36360,"2022-04-07",609,8691,24,133,12,14,0,0
610,5802,36360,"2022-04-07",610,8691,24,133,7,5,0,0
611,2845,28968,"2022-04-07",611,8691,24,133,7,4,0,0
612,5802,36360,"2022-04-07",612,8691,24,133,12,12,0,0
613,2845,28968,"2022-04-07",613,8691,24,133,12,5,0,0
614,2845,28968,"2022-04-07",614,8691,24,133,7,3,0,0
615,5802,36360,"2022-04-07",615,8691,24,133,12,5,0,0
616,5802,36360,"2022-04-07",616,8691,24,133,7,3,0,0
617,5802,36360,"2022-04-07",617,8691,24,133,7,4,0,0
618,340,42664,"2022-04-07",618,8691,26,91,25,21,0,0
619,2846,29514,"2022-04-07",619,8691,24,133,12,5,0,0
620,5802,36347,"2022-04-07",620,8691,24,133,12,9,0,0
621,5802,36347,"2022-04-07",621,8691,24,133,12,39,0,0
622,5802,36347,"2022-04-07",622,8691,24,133,12,8,0,0
623,5802,36347,"2022-04-07",623,8691,24,133,12,23,0,0
624,5802,36347,"2022-04-07",624,8691,24,133,7,30,0,0
625,5802,36347,"2022-04-07",625,8691,24,133,12,24,0,0
626,5802,36347,"2022-04-07",626,8691,24,133,12,22,0,0
627,5802,36347,"2022-04-07",627,8691,24,133,7,13,0,0
628,5802,36347,"2022-04-07",628,8691,24,133,12,15,0,0
629,5802,36347,"2022-04-07",629,8691,24,133,12,21,0,0
630,5802,36347,"2022-04-07",630,8691,24,133,12,33,0,0
631,2846,29514,"2022-04-07",631,8691,24,133,12,4,0,0
632,5802,36347,"2022-04-07",632,8691,24,133,12,12,0,0
633,5802,36347,"2022-04-07",633,8691,24,133,12,15,0,0
634,5802,36347,"2022-04-07",634,8691,24,133,12,37,0,0
635,5802,36347,"2022-04-07",635,8691,24,133,12,13,0,0
637,5802,36347,"2022-04-07",637,8691,24,133,7,11,0,0
638,5802,36347,"2022-04-07",638,8691,24,133,12,17,0,0
639,5802,36347,"2022-04-07",639,8691,24,133,12,20,0,0
641,5802,36347,"2022-04-07",641,8691,24,133,12,18,0,0
642,5802,36347,"2022-04-07",642,8691,24,133,12,20,0,0
644,5802,36347,"2022-04-07",644,8691,24,133,7,16,0,0
